ID,FH,CL,CH,CD,FLA,FLL,FLW,PS,PE,PL,AWL,ANL,SN,PAF,PAS,PAT,GWE,GL,GWI
61022,152,133.67,60,0.6117,56.67,40,1.17,13.33,4.93,32.03,4.37,0.34,112.67,2,2,0,0.5507,NA,NA
61023,97,123.33,60,0.6983,20,33.53,1.27,11.67,3.77,27.07,5.4,0.32,54.33,2,1,3,0.6533,0.9882,0.2558
61024,120,121.33,35,0.6367,35,46.97,1.33,21.67,0.9,35.53,5.6,0.4,87.33,5,0,NA,0.6658,0.957,0.249
61026,115,130.67,40,0.7543,35,39.13,1.2,20,3.03,30.23,3.73,0.35,89.67,5,3,0,0.557,0.9073,0.2433
61027,82,115,55,0.597,60,50.5,1.23,58.33,0.57,28.6,2.37,0.35,102.33,1,1,1,0.6115,0.9581,0.2608
61028,79,97.17,40,0.6,18.33,42.3,1.17,28.33,0,30.3,1.7,0.343,100.33,3,0,2,0.5944,0.9163,0.2629
61031,94,104.67,70,0.4187,76.67,40.93,1.07,21.67,2.93,25.73,4.83,0.287,46.33,4,4,3,0.5817,1.0314,0.2488
61032,62,77.67,55,0.5667,70,28.37,1.08,35,1.57,22.1,4.07,0.283,44,2,3,3,NA,0.9495,0.3078
61034,110,118.67,50,0.6603,8.33,38.93,1.3,15,1.53,30.97,5.83,0.287,71.67,3,2,NA,0.6589,0.9348,0.2678
61037,103,140.67,50,0.6187,35,56.97,1.1,13.33,10.97,35.1,6,0.45,91.33,4,0,0,0.5623,0.9303,0.246
6104,98,152,50,0.8103,66.67,53.07,1.13,23.33,14.63,29.77,2.87,0.35,96.33,2,1,0,0.6002,NA,NA
61040,97,138.33,60,0.6037,101.67,46.53,1.13,28.33,4.3,31.8,3.17,0.35,108.67,1,1,0,NA,NA,NA
61041,101,134.67,40,0.5563,50,47.73,1.2,48.33,3.2,36.97,6.3,0.38,72,1,1,2,NA,NA,NA
61042,127,133,60,0.5277,51.67,42.67,0.93,23.33,2.43,35.57,7.13,0.387,59.67,3,0,0,NA,NA,NA
61044,118,122,30,0.6233,10,42.63,1.03,5,0.73,28.07,3.07,0.32,79,4,0,0,0.6827,0.8633,0.2881
61045,79,100.33,45,0.395,20,36.33,0.83,26.67,4.77,25.23,4.67,0.35,61.67,4,2,0,0.637,1.0099,0.2573
61046_1,121,120.33,50,0.5927,96.67,36.07,1.4,10,7.67,25.27,3.27,0.35,80.67,1,0,0,0.5555,0.9552,0.2573
61047,115,144.83,60,0.7433,10,34.67,1.27,6.67,4.87,26.47,2.27,0.293,91.33,4,3,3,0.6058,0.9722,0.2474
61048_1,115,113.67,50,0.5707,60,50.77,1.37,30,2.9,31.8,5.07,0.4,88.67,2,NA,NA,0.6734,0.895,0.2558
61049,117,121,60,0.5497,46.67,32.97,1.03,6.67,6.2,27.03,5.67,0.307,55,2,3,NA,0.54,0.98,0.2406
61050,117,97.33,70,0.571,61.67,35.73,1.1,45,3.53,24.17,2.67,0.32,95.33,4,2,1,0.5378,0.9116,0.2553
61053,114,112.33,30,0.687,18.33,51.8,1.27,25,0,28.9,2.9,0.307,112,3,1,0,0.6872,0.9892,0.2798
61054,107,136.67,50,0.5287,60,48.1,1.2,26.67,8.07,35.2,5.47,0.3,98,2,0,2,0.621,0.9746,0.2517
61055,106,91,50,0.6023,16.67,33.43,1.1,33.33,2.8,24.87,3.2,0.32,63.67,5,4,4,0.6607,0.9054,0.2803
61056,108,110.33,60,0.5473,53.33,45.67,1.13,61.67,2.67,26.1,2.43,0.32,68,3,3,2,0.6731,0.9169,0.2715
61057,117,132.33,30,0.501,76.67,49.83,1,15,2.37,26.8,4.17,0.35,78,4,2,1,0.6502,0.9735,0.2576
61059,128,93,50,0.588,16.67,28.5,0.97,18.33,0,19.53,3.13,0.28,59,3,2,0,NA,NA,NA
61060,124,143.67,60,0.6073,80,46.7,1.07,23.33,2.27,30.63,4.1,0.393,61.67,5,2,2,NA,NA,NA
6107,102,113.67,70,0.589,8.33,34.13,1,5,2.37,24.27,4.9,0.42,47.67,4,3,5,0.6071,NA,NA
6109,105,126.5,40,0.5437,23.33,52.87,1.18,16.67,3.83,26.77,1.8,0.25,69.33,5,4,NA,0.5844,0.9004,0.2581
6111,89,96.33,50,0.543,25,55.87,1.13,26.67,0,29.73,2.53,0.393,129.33,5,4,3,0.6858,NA,NA
6112,110,125.33,55,0.588,18.33,48.77,1.07,15,1.1,32.6,5.4,0.367,87.33,5,4,4,0.6946,0.9539,0.2636
6113,141,133.67,50,0.6617,28.33,50.9,1.4,13.33,1.7,28.4,3.43,0.387,98.67,2,0,1,0.5103,0.852,0.2586
6114,141,122.67,70,0.672,18.33,45.27,1.17,16.67,0,29.03,4.43,0.3,76.67,3,3,3,0.5277,0.9157,0.2241
6118,125,126.67,60,0.736,18.33,44.33,1.07,15,11.77,29.53,6.13,0.33,71,1,0,1,0.6327,0.9135,0.2506
6119,121,135.33,70,0.6243,56.67,48.3,1.37,16.67,0,31.7,4.9,0.393,64.33,3,3,1,0.4759,0.9178,0.2653
6121,98,112.33,60,0.6933,16.67,37.57,1.3,25,2.93,30.6,2.7,0.33,106,3,1,2,0.6976,0.9176,0.2561
6122,94,108,60,0.4697,86.67,33.53,0.9,6.67,0.3,26.33,3.3,0.26,64,1,0,1,0.531,0.8694,0.2387
6123,91,113,45,0.5973,31.67,43.63,1.17,26.67,3.83,29.23,4.6,0.3,108.67,1,3,0,0.5782,0.9229,0.2563
6127,87,95,75,0.4703,70,31.73,0.83,21.67,2.87,23.1,4.63,0.3,47.33,3,2,0,0.5509,0.9214,0.2477
6129,135,120.67,50,0.6187,20,52.93,1.23,20,1.3,37.47,4.63,0.43,90.67,3,2,0,0.4747,NA,NA
6131,117,146.33,55,0.706,68.33,59.3,1.3,53.33,5.67,38.3,6.27,0.4,97.67,5,3,0,0.6358,0.9823,0.272
6138,65,87.83,70,0.6067,100,39.2,1.12,16.67,0,31.7,5,0.307,43,1,NA,0,0.7927,1.0777,0.2808
6139,99,127.83,40,0.6637,43.33,49.7,1.17,18.33,3.13,38.2,5.23,0.38,136.33,3,1,1,0.5083,0.8664,0.2445
6142_1,100,99.67,65,0.4167,56.67,38.67,1,30,1.47,27.63,4.47,0.33,62,4,3,4,0.6004,0.8843,0.2798
6142_2,119,124,60,0.761,70,52,1.2,55,6,26.8,3.97,0.32,94.33,2,4,4,0.5793,0.9631,0.2549
6144,132,95.67,40,0.615,11.67,53.3,0.97,6.67,1.67,30.3,6.43,0.3,90.33,3,0,0,0.5211,0.8004,0.2561
6145,122,128,80,0.7257,18.33,44.53,1,10,2.3,31.07,3.27,0.35,115,3,0,0,0.5486,1.0153,0.2325
6151,118,149.5,40,0.667,78.33,33.93,1.03,30,3.73,27.4,0,0.307,102.33,4,1,2,0.6625,0.9791,0.2687
6153,158,123.67,50,0.6353,8.33,42.77,1.33,16.67,0,29.23,5.97,0.27,86.67,2,1,1,0.6255,0.8843,0.2566
6160,140,130,70,0.5087,73.33,40.67,1.2,28.33,5.1,28.27,3.67,0.32,71,4,4,3,0.6095,0.9718,0.2631
6161,94,128,55,0.71,53.33,52.3,1.38,40,5.87,32.7,4.8,0.32,106.67,2,0,3,0.599,0.9442,0.2498
6163,129,127.33,50,0.6457,76.67,39.6,0.87,23.33,12.5,29.83,3.6,0.407,63.33,4,3,1,0.6638,1.0378,0.2481
6166,110,116,60,0.521,85,46.3,1.22,28.33,0,28.47,1.57,0.3,76.67,2,0,1,0.4992,0.8432,0.2391
6169,132,140.67,70,0.529,31.67,46.7,1.07,25,3.6,31.07,4.63,0.387,92.67,5,3,NA,0.6278,NA,NA
6170,100,120,52.5,0.5465,47.5,46.08,1.2,30,8.7,25.23,3.6,0.345,50,5,4,0,0.5103,0.8671,0.2443
6179,107,122.33,80,0.6987,18.33,47.27,1.3,13.33,2.03,31.3,3.87,0.3,90,1,0,0,0.5161,0.9289,0.2609
6184,114,129.33,35,0.698,106.67,45.93,1.27,33.33,3.33,32.8,3.23,0.377,94.33,1,0,0,0.6172,1.0154,0.2487
6187,78,100.67,50,0.506,15,35.23,1.33,23.33,0,24.93,2.33,0.2,135.67,2,1,1,0.5868,0.8605,0.2689
6192,115,123.33,55,0.556,21.67,42.83,1.1,31.67,2.77,29.07,4.37,0.4,74,3,1,1,0.616,0.9743,0.2705
6193,116,134.67,50,0.8323,16.67,44.2,1.07,13.33,3.23,29.33,4.97,0.287,103,3,1,1,0.6138,0.8192,0.259
6195,103,102,65,0.6193,35,53.5,1.03,26.67,0.6,30.83,4.6,0.4,99,1,0,0,0.6844,0.9967,0.25
6197,137,136,60,0.6093,46.67,52.73,1.13,15,2.87,36.27,5.1,0.32,75.33,4,3,1,0.5813,NA,NA
6198,103,104.67,60,0.601,15,29.7,1.2,8.33,0,28.17,5.33,0.22,83.67,1,0,NA,0.6629,0.8743,0.2369
6200,96,96,60,0.4043,26.67,36.33,0.93,28.33,2.67,25.1,2.33,0.35,57,1,1,0,0.6348,0.9186,0.2429
6201,93,110.33,50,0.5403,8.33,51.17,1.28,21.67,0,31.47,4.7,0.3,105.33,2,1,3,0.6484,0.861,0.2546
6202,120,134.67,60,0.6643,40,43.93,1.4,18.33,2.33,33.03,5.1,0.35,83.33,2,0,1,0.6535,NA,NA
6203,136,129.33,40,0.627,20,38.93,1.23,26.67,4.27,30.1,3.03,0.307,104.33,2,0,0,0.5573,0.9444,0.2686
6205,127,163.33,50,0.5113,106.67,39.63,1.33,36.67,2.43,33.27,3.67,0.32,98,3,1,0,0.7543,NA,NA
6206,128,151.33,55,0.7083,8.3,39.27,1.4,6.67,5.9,30.67,4.43,0.35,169.33,4,4,3,0.8605,1.0505,0.3161
6210,111,130.33,50,0.5837,25,56.93,1.2,55,2.5,31.27,5.67,0.28,96.67,2,NA,0,0.7153,0.9105,0.2822
6211,127,153.33,15,0.7713,46.67,40.13,1.1,8.33,7.23,36.87,5.53,0.34,92.33,2,1,2,0.5835,0.9018,0.2507
6215_2,109,118,40,0.5507,16.67,54.13,1.33,26.67,2.53,32.6,5.33,0.37,94,2,3,4,0.6762,0.9492,0.2548
6216,120,151.67,30,0.8393,55,39.83,1.17,16.67,7.47,30.23,2.3,0.35,113.33,2,0,0,0.5379,0.836,0.2482
6217,108,106,70,0.7723,13.33,40.43,1.27,36.67,0.73,23.5,3.4,0.27,81,2,0,0,0.7019,0.8989,0.2836
6218,120,136.33,60,0.546,66.67,42.4,1.13,35,1.57,30.47,2.33,0.313,72,2,4,0,0.6155,1.0329,0.2539
6220,109,107.33,40,0.5997,28.33,48.13,1.3,25,0,26.73,6.5,0.393,47,2,1,3,0.4548,0.945,0.2613
6221,76,108.67,50,0.5563,26.67,41.23,0.93,16.67,2.83,32,3.1,0.32,109.33,1,0,0,0.6232,0.9656,0.2426
6222,102,113.67,50,0.6043,13.33,45.77,1.33,66.67,4.87,31.63,4.7,0.38,79,2,2,NA,0.6781,0.9379,0.256
6226,104,107.67,55,0.5393,6.67,23.73,0.8,6.67,2.97,22.1,2.7,0.22,53.33,2,1,1,0.5715,0.9055,0.2521
6231,106,125.67,40,0.455,53.33,57.33,1.4,18.33,3.57,26.6,4.17,0.22,91.33,1,0,0,0.761,0.9541,0.2763
6232,124,129,35,0.7223,43.33,42,1.1,16.67,4.73,31.5,2.43,0.313,104.33,3,1,1,0.6111,1.0418,0.253
6234,97,102.67,60,0.543,28.33,53.5,1.07,35,3.67,24.6,3.03,0.293,79.67,2,0,1,0.538,0.9226,0.2653
6235,114,101,70,0.5503,46.67,48.7,1.4,23.33,6.1,23.7,1.47,0.293,75.67,2,0,0,0.6824,1.0289,0.2687
6236,103,107,50,0.4207,8.33,33.1,0.97,15,5.93,20.57,4.67,0.293,41,2,2,3,0.5108,0.9801,0.2493
6241,114,147.83,50,0.7753,18.33,47.23,1.2,11.67,1.7,29.83,3.73,0.3,124.67,3,4,3,0.6765,0.8947,0.2792
6242,110,132,60,0.703,81.67,58.77,1.17,30,4.7,28.3,4.5,0.35,61.33,3,2,3,0.5896,0.9456,0.2572
6246,102,122.67,50,0.606,16.67,54.47,1.3,11.7,2.93,28.13,3.8,0.35,62.67,2,NA,0,0.5775,0.9396,0.2353
6248,101,128,20,0.53,40,42.27,1.2,16.67,3.5,27.23,0,0.3,91.67,2,0,0,0.58,0.8497,0.265
6249,130,147.33,40,0.552,43.33,44.6,1.13,33.33,7.47,35.67,7.53,0.35,55.67,3,0,3,0.7577,0.9785,0.2689
6251,107,127,75,0.5483,36.67,50.8,1.23,36.67,9,30.4,3.63,0.35,92,3,2,2,0.6414,1.049,0.241
6252,111,111.67,70,0.7603,70,30.1,0.97,28.33,3.87,24.33,0,0.38,85.33,4,1,0,0.578,0.8476,0.2418
6253,124,111.67,60,0.6677,21.67,47.73,1.23,10,1.43,31.63,4.53,0.28,68,2,1,0,0.6289,0.9977,0.2495
6255,107,135.33,50,0.5827,73.33,50.57,1.3,48.33,6.23,32.43,4.63,0.42,133,5,4,3,0.6112,0.9844,0.2355
6256,102,126,55,0.4953,16.67,47,1.1,36.67,9.2,33.6,5.3,0.32,98,5,1,1,0.725,0.8749,0.2627
6257,132,154.33,35,0.7077,40,34.3,1.57,16.67,0,37.9,3.1,0.32,91.33,2,0,1,0.5994,0.8753,0.2705
6258,120,132.67,60,0.523,38.33,36.47,1.77,16.67,5.47,33.23,4.6,0.423,66.67,1,2,2,0.6015,0.8248,0.2382
6260,120,154,50,0.5517,50,63.03,0.9,31.67,7.13,36.33,3.23,0.35,102.33,4,3,0,0.5562,0.9794,0.2523
6261,119,114,65,0.5843,23.33,32.17,0.83,13.33,0,21.43,1.17,0.28,72.33,3,0,0,0.5924,0.853,0.2506
6263,112,137.33,60,0.7213,10,43.1,1.27,21.67,6.23,31.33,4.53,0.32,89.33,5,1,NA,0.6629,0.9563,0.2694
6264,124,179,50,0.7227,16.67,47.4,1.17,16.67,11.03,33.33,3.43,0.36,102.67,4,1,0,0.6226,0.9931,0.2476
6266,122,139,30,0.6097,23.33,33.5,1.13,11.67,4.97,25.67,3.87,0.34,43.33,2,2,2,0.6689,1.051,0.2448
6269,95,120.33,70,0.6337,73.33,37,1.03,40,3.87,34.27,4.23,0.38,62,2,0,NA,0.6052,1.0463,0.2528
6270,98,94,50,0.517,30,40.73,1,6.67,5.83,25.17,3.73,0.36,55.33,3,2,NA,0.5639,1.0108,0.2546
6273,139,132,60,0.6593,41.67,48.83,1.23,8.33,1.87,32.2,4.23,0.28,138.33,2,2,2,0.6403,0.9508,0.2677
6276,61,93.67,70,0.7,96.67,28.63,1.27,26.67,4.8,20.33,2.07,0.293,79.67,1,3,2,0.459,0.9121,0.2454
6280,120,121.67,60,0.4947,56.67,41.9,1.13,35,4.4,30.5,6.8,0.32,54.33,2,1,2,0.5977,0.98,0.2657
6281,107,120,70,0.4513,95,41.23,0.9,43.33,5.27,28.07,1.57,0.32,58.33,4,NA,5,NA,0.921,0.2462
6282,113,124,60,0.6763,93.33,29.7,0.95,13.33,5.87,28.4,4.23,0.387,58,4,3,3,0.5395,0.9315,0.2806
6288_1,100,112,55,0.501,25,36.2,1.2,21.67,5.67,29.23,2.7,0.32,67.67,1,0,2,0.6348,0.9681,0.2495
6288_2,92,113,60,0.513,33.33,43.47,1,40,2.83,31.77,3.3,0.32,64.33,2,0,0,0.5898,1.0312,0.2585
6289,94,127,60,0.6863,13.33,42.43,1.07,10,0.13,31.43,5.53,0.3,84.67,3,1,0,0.6144,0.881,0.2694
6290,134,128,35,0.6167,43.33,44.3,1.07,23.33,6.77,33.97,3.97,0.35,79.33,1,1,1,0.4298,0.8236,0.2306
6295,156,171,50,0.653,86.67,56.4,1.2,50,0.7,41.1,1.73,0.37,174,4,4,5,0.5079,0.8571,0.2309
6300,105,130.67,20,0.7643,31.67,36,1.43,11.67,1.3,26.03,4.63,0.24,84.67,1,1,NA,0.5522,0.8457,0.2632
6302,101,128,40,0.6413,30,68.47,1.17,25,4.23,32.13,1.7,0.27,104.67,4,3,4,0.6161,0.9621,0.2503
6303,104,111.33,60,0.6363,13.33,30.8,1.1,8.33,0,29.6,3.6,0.287,76.33,1,1,NA,0.5852,0.9099,0.2616
6304,141,135,45,0.4933,48.33,41.13,1.17,33.33,4.5,32.5,3.7,0.37,91.67,4,0,1,0.4259,0.9067,0.2672
6308,109,120.33,30,0.5257,30,41.73,1.13,55,6.07,25.73,4.63,0.3,55.33,3,3,1,0.6557,0.9442,0.2549
6309,111,137,10,0.8217,11.67,39.47,1.3,6.67,0,32.13,6,0.413,90.33,2,0,1,0.5182,0.9254,0.2523
6311,91,96.67,60,0.494,48.33,44.47,1.17,43.33,2.5,26.2,3.83,0.35,59,2,0,1,0.5996,0.9679,0.2835
6313,90,128,30,0.525,43.33,27.97,0.9,20,4,28.6,3.73,0.38,64,5,3,0,0.4902,0.9203,0.2448
6320_1,100,125.33,50,0.4607,5,37.73,1.1,10,4.83,20.2,3.6,0.313,46.67,2,NA,1,0.65,0.8458,0.2616
6321,147,137.67,65,0.6863,16.67,42.27,1.2,10,0.17,34.93,2.1,0.25,103.67,1,0,0,0.5213,0.8975,0.2377
6323,100,126.33,70,0.5153,40,44.93,1.23,25,9.5,29.8,6.03,0.44,72.67,4,1,2,NA,0.8458,0.2616
6324,105,98.33,60,0.4047,28.33,18.47,0.7,10,5.1,17.63,2.9,0.3,24,2,4,4,0.472565217,0.9354,0.2472
6327,106,97.33,70,0.4797,18.33,35.7,1,5,0,17.53,3.83,0.25,63.67,2,3,2,0.57,0.8652,0.2759
6333,105,118.67,30,0.6197,86.67,43.77,0.93,31.67,1.13,32.07,1.8,0.32,102.33,3,1,0,0.5283,0.9091,0.2297
6340_1,102,118.17,45,0.7083,45,47.3,1.13,13.33,0.97,28.93,2.73,0.3,97.33,3,NA,1,0.6414,0.9271,0.2487
6340_2,88,110.67,60,0.5623,20,51.63,1.27,26.67,4.63,31.5,3.77,0.3,112.67,2,NA,2,0.5969,0.89,0.2534
6345,136,165.33,25,0.6223,16.67,51.97,1.23,13.33,0.7,36.5,6.8,0.28,79.67,3,1,2,0.5282,0.8632,0.2797
6348,90,125.67,60,0.5727,8.33,36.73,1.37,5,2.2,29.7,5.37,0.307,83.67,1,1,0,0.5643,0.8299,0.2682
6351,89,104.33,50,0.486,23.3,35.9,0.97,36.67,0,32.13,4.43,0.3,81.33,3,2,1,0.61,0.9433,0.2517
6354,97,114.67,50,0.3883,18.33,40.3,1.07,26.67,6.9,27.6,4.6,0.3,57,3,0,0,0.6774,1.0187,0.2653
6355,110,113.33,40,0.5337,6.67,47.43,1.07,13.33,0,31.13,5.47,0.35,85.33,3,2,2,0.6277,0.8883,0.269
6356,107,111.33,70,0.5433,23.33,49.2,1.3,25,1.93,29.9,5.67,0.313,91.33,4,2,1,0.5915,1.014,0.2844
6358,112,124.33,60,0.811,16.67,40.77,1.27,16.67,1.3,30.3,4.57,0.317,71.33,3,2,5,0.5803,NA,NA
6365,141,140,60,0.5843,23.33,53,1.33,23.33,8,30.52,5.43,0.32,84.67,2,1,3,0.7163,0.9668,0.2845
6369,120,138,50,0.595,56.67,45.97,1.13,33.33,11.3,31.63,5.9,0.33,68.67,3,1,2,0.5203,1.0156,0.2662
6371,107,87.33,40,0.4637,46.67,30.5,0.9,40,2.47,25.2,2.4,0.27,49,2,1,1,NA,0.9937,0.2581
6375,118,134.33,15,0.7987,11.67,41.7,1.1,21.67,3.43,28.13,3.43,0.33,85,3,0,1,0.6428,0.9371,0.2624
6377,92,101,40,0.3773,10,35.07,1.27,20,0,28.37,2.9,0.3,90.33,1,NA,0,0.7486,0.9459,0.2745
6379,117,103.67,50,0.5473,25,31.2,1.17,20,2,23.6,1.73,0.25,82.33,3,0,0,0.7751,0.9921,0.2655
6385_1,112,136,50,0.5543,40,43.53,1.1,20,7.8,31.93,4.8,0.45,79.33,3,NA,2,0.5838,0.8666,0.2416
6385_2,107,133,35,0.7267,16.67,35.27,1.13,6.67,5.33,32.47,6.53,0.293,62,1,NA,2,0.5654,0.8914,0.2503
6387,124,109.33,50,0.675,23.33,37.17,1.13,33.33,2.6,26.73,3.33,0.34,82.33,1,0,0,0.6809,1.0513,0.2584
6389,108,107,50,0.576,23.33,31.67,1,13.33,0.77,22.47,0.57,0.28,60.33,2,0,1,0.6402,0.926,0.269
6391,113,125.33,60,0.5107,94,39.3,0.97,43.33,1.9,27.4,3.8,0.4,63.67,3,3,0,0.521,0.8955,0.2745
6393,135,141.67,60,0.5003,15,42.9,1.1,10,1.63,32.53,5.33,0.307,72.33,4,1,0,0.6699,0.9675,0.2451
6400,96,109,40,0.6553,15,41.23,1.03,26.67,0,31.6,4.83,0.32,78.33,2,1,2,0.5952,0.9097,0.2628
6402,120,140,50,1.0073,13.33,42.57,1.2,16.67,0,34.53,3.47,0.33,96.33,4,1,1,0.6527,0.9387,0.2672
6403,117,129.83,60,0.728,18.33,32.47,1.12,25,4.37,31.13,3.73,0.33,77,4,1,3,0.5918,0.9259,0.27
6409,90,87.33,60,0.689,18.33,34.9,1.15,28.33,3.5,22.9,3.47,0.263,40,2,3,NA,0.6027,0.948,0.2816
6411_1,131,122.33,60,0.6527,18.33,38.83,0.83,18.33,1.3,32.27,3.2,0.307,87,4,NA,0,0.547,0.8428,0.2541
6411_2,121,132.67,50,0.4653,46.67,43.8,1,25,5.57,30.93,4.37,0.36,65,4,4,NA,0.588,0.8963,0.2754
6415,90,115.5,90,0.659,23.33,31.4,1.1,35,4.53,28.03,5.33,0.36,103.67,3,2,2,0.598,0.9293,0.2648
6418,98,115.33,60,0.565,46.67,35.03,1.25,20,11.17,27.9,4.5,0.32,80,1,0,0,0.5897,0.8762,0.261
6420,89,148,50,0.6563,10,35.77,1.13,6.67,1.83,28.47,4.33,0.26,75.33,1,0,1,0.7418,0.9353,0.2825
6421,81,113.67,30,0.5253,41.67,44.4,1.03,10,2.33,30.53,4.27,0.393,59.67,1,0,1,0.6163,1.0024,0.2511
6425,117,120,35,0.532,15,32.23,1.23,18.33,3.17,27,5.53,0.393,53.67,3,2,3,0.7148,0.9414,0.2646
6427,151,160,NA,0.6707,33.33,55.33,1.07,8.33,1.63,32.5,3.97,0.23,64.33,3,0,0,0.5847,0.8829,0.2428
6433,102,133.67,40,0.527,36.67,37.87,1.2,30,3.23,21.6,2.37,0.35,63.33,1,1,0,0.6811,0.9961,0.262
6434,119,140,75,0.59,15,34.2,1.13,33.33,10.37,26.6,4.37,0.36,50.67,4,NA,0,0.6688,NA,NA
6443,102,107.33,50,0.4627,13.33,36.17,0.97,25,3.73,24.37,3.63,0.36,51.67,4,0,0,NA,0.9045,0.2389
6445,111,146,60,0.6247,55,63.4,1.17,25,5.23,34.5,3.47,0.32,91,3,1,0,0.6021,0.9394,0.2486
6447,96,114,50,0.5217,46.67,48.6,0.9,30,4.17,29.37,1.83,0.25,68,2,1,0,0.6593,0.984,0.2559
6449,121,107.83,50,0.6617,23.33,33.53,0.9,13.33,2.77,28.23,4.2,0.38,74.33,3,3,2,0.6071,0.947,0.2732
6452,121,109.33,50,0.7083,11.67,32.47,1,15,2.93,27.63,4.5,0.24,77,4,NA,0,0.6315,0.8935,0.2717
6453,112,128.33,60,0.6553,43.33,53.27,0.95,33.33,9.77,37.37,2.83,0.4,138.67,5,4,0,0.4712,0.9097,0.2218
6455,102,115.67,50,0.6823,13.33,50.93,0.97,25,4.27,31.67,5.07,0.35,143.67,3,2,1,NA,NA,NA
6456,128,156.67,5,0.7457,15,41.1,1.33,26.67,10.87,30.8,4.73,0.387,72.67,3,3,4,0.6518,0.97,0.2618
6460,132,149.17,50,0.7973,90,38.4,1.23,10,1.33,32.27,5.33,0.293,94.33,4,1,1,0.6393,NA,NA
6462,120,133.33,50,0.75,23.33,29.6,1.07,20,5.1,29.43,3.93,0.307,76.33,2,1,0,0.6604,0.9588,0.2433
6464,80,104.17,65,0.6547,23.33,43.57,1.2,33.33,0,28.7,3.23,0.28,77,2,NA,0,0.7086,0.9629,0.2692
6466,101,104.33,70,0.449,83.33,32.07,1,23.33,3.4,21.87,2.67,0.267,71,4,4,4,0.5947,0.9034,0.268
6469,118,147.67,60,0.6873,16.67,42.83,0.93,16.67,3.07,30.53,4.47,0.26,93.33,4,1,1,0.4795,NA,NA
6471,117,151.33,70,0.784,16.67,47.27,1.33,30,4.57,32.1,5.53,0.393,97,2,NA,0,0.6664,1.0419,0.267
6475,115,137.33,50,0.6237,30,44.87,0.93,13.33,4.2,36,5.8,0.407,61.67,1,1,2,0.7022,1.0767,0.2697
6476,89,115.33,60,0.5763,43.33,35.03,1.1,41.67,3.43,27.97,1.4,0.25,74,3,1,2,0.6957,0.9018,0.2631
6479,91,116.67,60,0.3037,60,35.63,0.93,23.33,3.37,27.1,2.43,0.35,48,3,0,NA,0.5569,0.9623,0.2577
6480,124,169.33,30,0.5833,26.67,37.13,1.53,30,7.67,33.43,5.4,0.3,82.67,2,1,4,0.5906,0.8328,0.2694
6484,98,113.33,45,0.4443,93.33,40.63,1.07,13.33,0,31,3.17,0.38,61.33,2,1,2,NA,NA,NA
6485,86,149,40,0.777,96.67,35.63,1.27,5,1.6,30.3,0,0.393,73.67,3,3,3,0.591,0.9134,0.2772
6487,103,132.83,40,0.597,23.33,47.27,1.33,15,1.97,27.83,5.73,0.3,91.33,1,0,2,0.6867,0.957,0.2715
6488,139,124.67,40,0.6857,20,53.33,1.37,18.33,1.67,33.57,7.4,0.377,90.67,1,2,3,0.6415,0.9424,0.2512
6491,126,162,15,0.7687,11.67,45.47,1.3,8.33,9,37,6.1,0.307,97.67,4,2,0,0.6489,0.9333,0.2661
6493,82,108.67,80,0.5787,35,53.37,1.3,18.33,3.63,32.17,4.33,0.35,63.33,1,1,1,0.5555,0.7923,0.2791
6496,117,112,60,0.6707,8.33,35.17,0.8,8.33,1.2,30.73,5.13,0.413,63.33,3,2,1,0.6493,NA,NA
6498,100,106.67,60,0.6573,16.67,41.9,1.4,23.33,3.9,27.4,5.33,0.36,59.67,4,2,4,0.6265,0.9899,0.2663
6499,115,111.67,80,0.7617,21.67,40.13,1.4,8.33,0,30.3,4.4,0.373,118.33,3,0,0,0.5275,0.8943,0.2503
6508,99,132,60,0.5937,88.33,53.27,1.23,70,5.87,31.87,3.5,0.3,81.33,2,1,1,0.6482,0.9932,0.2775
6509,74,106.33,30,0.7667,10,42.87,1.18,16.67,0,27.77,4,0.2,83.67,1,0,NA,0.7694,0.9563,0.292
6510,84,103,75,0.6053,23.33,28.97,1.07,26.67,3.5,22.5,4.3,0.33,60.33,4,3,1,0.5975,0.9433,0.2479
6512,81,97.33,55,0.4677,40,32.13,1.47,13.33,0,22.83,4.47,0.22,62.33,3,1,3,0.6023,0.9255,0.2598
6513,111,149.67,60,0.6653,8.33,35.23,1.13,10,0,27.03,4.37,0.28,89.33,2,0,1,0.5427,0.8709,0.2554
6517,86,87,60,0.3583,53.33,39.43,0.93,31.67,0,27.7,2.87,0.313,59,2,0,0,0.6339,0.9772,0.2545
6521,100,126.33,45,0.744,30,44.47,1.17,51.67,5.67,33.5,5.57,0.3,62,3,3,0,0.7069,0.9676,0.277
6522,105,107.33,60,0.5163,26.67,37.57,1.1,10,3.73,30.93,4.8,0.32,66.33,2,3,4,NA,0.895,0.2868
6523,72,102.33,55,0.7667,48.33,39.53,1.05,11.67,1,26.27,3.63,0.3,81.67,1,1,2,0.6412,0.8884,0.2619
6527,100,129.67,45,0.4517,18.33,42.67,1.37,16.67,0,32.87,3.3,0.3,113,4,1,0,NA,0.9414,0.2796
6528,128,128.33,50,0.6447,65,35.6,0.83,48.33,10.43,28.5,4.07,0.307,71.67,4,4,0,0.7003,NA,NA
6529,113,91.67,50,0.422,88.33,43.13,1,40,3.3,29.47,4,0.413,65.33,3,2,1,0.5268,0.8882,0.2407
